act_au01_89-1,['528_1'-1]
act_au10_59-19,['6823_1'-1,'6341_1'-1,'5811_1'-1,'5628_1'-1,'4958_1'-1,'3225_1'-1,'4327_1'-1,'4204_1'-1,'1996_1'-1,'1602_1'-1]
act_au15_7-30,['7404_1'-1,'7255_1'-1,'6859_1'-1,'6604_1'-1,'6505_1'-1,'5698_1'-1,'5003_1'-1,'4259_1'-1,'3987_1'-1,'3855_1'-1,'3052_1'-1,'2767_1'-1,'2703_1'-1,'2493_1'-1]
act_au02_62-15,['7048_1'-1,'5201_1'-1,'946_1'-1,'4425_1'-1,'3546_1'-1,'2994_1'-1,'2834_1'-1,'1020_1'-1]
act_au04_66-21,['1040_1'-1,'7243_1'-1,'5969_1'-1,'2306_1'-2,'356_1'-1,'2449_1'-1,'1430_1'-1,'991_1'-1,'819_1'-1]
act_au06_90-6,['1040_1'-1,'153_1'-1,'991_1'-1]
act_au12_78-8,['1135_1'-1,'123_1'-1]
act_au17_65-42,['7362_1'-1,'7162_1'-1,'7053_1'-1,'6949_1'-1,'3066_1'-1,'1716_1'-1,'1662_1'-1,'5975_1'-1,'1773_1'-1,'5345_1'-1,'4398_1'-1,'4789_1'-1,'3252_1'-1,'3295_1'-1,'3612_1'-1,'3253_1'-1,'3007_1'-1,'2168_1'-1,'1976_1'-1,'1653_1'-1,'609_1'-1]
act_au23_14-34,['3230_1'-1,'7375_1'-1,'2861_1'-1,'6502_1'-1,'6042_1'-1,'5217_1'-1,'4367_1'-1,'4245_1'-1,'4159_1'-1,'3981_1'-1,'3256_1'-1,'3698_1'-1,'3126_1'-1,'2887_1'-1,'2517_1'-1,'2391_1'-1,'2076_1'-1,'1831_1'-1,'1695_1'-1,'1460_1'-1,'812_1'-1]
act_au24_66-36,['3230_1'-1,'1809_1'-1,'3988_1'-1,'6968_1'-1,'6716_1'-1,'5972_1'-1,'5553_1'-1,'652_1'-1,'5044_1'-1,'4595_1'-1,'4436_1'-1,'555_1'-1,'3928_1'-1,'3299_1'-1,'1899_1'-1,'1832_1'-1,'2600_1'-1,'2149_1'-1,'1798_1'-1,'1531_1'-1,'1028_1'-1]
act_au07_88-19,['6589_1'-1,'6305_1'-1,'1940_1'-1,'1815_1'-1,'1596_1'-1,'923_1'-1]
act_au10_60-19,['7481_1'-1,'6891_1'-1,'6341_1'-1,'5776_1'-1,'760_1'-1,'1998_1'-1,'4883_1'-1,'3291_1'-1,'4202_1'-1,'1995_1'-1,'1601_1'-1,'1244_1'-1,'957_1'-1]
act_au11_56-8,['7481_1'-1,'6571_1'-1,'886_1'-1,'5136_1'-1,'3390_1'-1,'1471_1'-1,'936_1'-1]
act_au14_78-14,['6332_1'-1,'5598_1'-1,'4536_1'-1,'4048_1'-1,'3706_1'-1,'740_1'-1,'1022_1'-1]
act_au02_63-15,['5198_1'-1,'4756_1'-1,'4423_1'-1,'3545_1'-1,'1015_1'-1,'411_1'-1]
act_au06_91-5,['7480_1'-1,'153_1'-1,'64_1'-1]
act_au12_79-8,['6315_1'-1,'4576_1'-1,'1033_1'-1,'120_1'-1]
act_au15_8-30,['7400_1'-1,'7252_1'-1,'6503_1'-1,'5494_1'-1,'4907_1'-1,'4529_1'-1,'4256_1'-1,'3983_1'-1,'3127_1'-1,'3050_1'-1,'2700_1'-1,'2472_1'-1,'557_1'-1]
act_au17_66-42,['2196_1'-1,'2228_1'-1,'7149_1'-1,'7052_1'-1,'6968_1'-1,'349_1'-1,'6741_1'-1,'4423_1'-1,'5974_1'-1,'1815_1'-1,'3804_1'-1,'4788_1'-1,'4445_1'-1,'3949_1'-1,'3252_1'-1,'3097_1'-1,'2842_1'-1,'1635_1'-1,'2472_1'-1,'587_1'-1,'2149_1'-1,'1975_1'-1,'1652_1'-1,'608_1'-1]
act_au24_67-36,['2196_1'-1,'6948_1'-1,'6715_1'-1,'5970_1'-1,'1720_1'-1,'276_1'-1,'5043_1'-1,'4793_1'-1,'4108_1'-1,'3926_1'-1,'1832_1'-2,'3423_1'-1,'2089_1'-1,'2168_1'-1,'1480_1'-1,'176_1'-1,'151_1'-1]
act_au07_89-19,['6586_1'-1,'6303_1'-1,'5783_1'-1,'5147_1'-1,'1838_1'-1,'1817_1'-1,'919_1'-1,'685_1'-1]
act_au02_64-15,['7143_1'-1,'946_1'-1,'6953_1'-1,'6305_1'-1,'2257_1'-1,'4517_1'-1,'4422_1'-1,'2829_1'-1,'408_1'-1]
act_au04_67-21,['7479_1'-1,'7242_1'-1,'6601_1'-1,'5967_1'-1,'5827_1'-1,'5545_1'-1,'3109_1'-1,'2807_1'-1,'2303_1'-1,'1427_1'-1]
act_au09_61-5,['1147_1'-1,'3434_1'-1]
act_au17_67-42,['7478_1'-1,'6948_1'-1,'6836_1'-1,'6739_1'-1,'6481_1'-1,'5835_1'-1,'5005_1'-1,'3827_1'-1,'4787_1'-1,'587_1'-1,'3948_1'-1,'3093_1'-1,'3003_1'-1,'2841_1'-1,'1773_1'-1,'2471_1'-1,'2285_1'-1,'2168_1'-1,'1974_1'-1,'389_1'-1]
act_au23_15-33,['7478_1'-1,'7180_1'-1,'7059_1'-1,'6815_1'-1,'2262_1'-1,'1684_1'-1,'4158_1'-1,'3978_1'-1,'3123_1'-1,'2886_1'-1,'2702_1'-1,'2513_1'-1,'2073_1'-1,'1692_1'-1,'1455_1'-1,'811_1'-1]
act_au24_68-36,['7478_1'-1,'7348_1'-1,'3288_1'-1,'6714_1'-1,'6340_1'-1,'6129_1'-1,'5988_1'-1,'1580_1'-1,'5549_1'-1,'1720_1'-1,'4792_1'-1,'2238_1'-1,'3841_1'-1,'3749_1'-1,'3421_1'-1,'3249_1'-1,'1773_1'-1,'2437_1'-1,'2148_1'-1,'1825_1'-1,'1478_1'-1,'176_1'-1,'149_1'-1]
act_au06_92-5,['95_1'-1]
act_au07_90-19,['1061_1'-1,'6584_1'-1,'3390_1'-1,'2793_1'-1,'2445_1'-1,'1737_1'-1,'1937_1'-1,'1773_1'-1,'919_1'-1,'683_1'-1,'548_1'-1]
act_au10_61-19,['6887_1'-1,'6353_1'-1,'4278_1'-1,'760_1'-1,'4956_1'-1,'4324_1'-1,'1994_1'-1,'1599_1'-1,'1307_1'-1,'949_1'-1]
act_au14_79-13,['7477_1'-1,'6405_1'-1,'3704_1'-1,'1928_1'-1,'1454_1'-1,'165_1'-1]
act_au12_80-8,['4575_1'-1,'1935_1'-1,'1030_1'-1]
act_au17_68-42,['6835_1'-1,'6473_1'-1,'5972_1'-1,'5834_1'-1,'4904_1'-1,'5004_1'-1,'4786_1'-1,'4346_1'-1,'3947_1'-1,'3841_1'-1,'3250_1'-1,'3002_1'-1,'2840_1'-1,'1765_1'-1,'2590_1'-1,'2148_1'-1,'1795_1'-1,'387_1'-1]
act_au23_16-32,['7475_1'-1,'7218_1'-1,'7057_1'-1,'6497_1'-1,'5665_1'-1,'5465_1'-1,'4898_1'-1,'4366_1'-1,'4241_1'-1,'3230_1'-1,'3258_1'-1,'3113_1'-1,'1689_1'-1,'1453_1'-1,'810_1'-1]
act_au24_69-36,['7475_1'-1,'7344_1'-1,'6947_1'-1,'26_1'-1,'273_1'-1,'5969_1'-1,'5212_1'-1,'3295_1'-1,'555_1'-2,'3924_1'-1,'2722_1'-1,'3748_1'-1,'1899_1'-1,'3248_1'-1,'1841_1'-1,'652_1'-1,'2150_1'-1,'1986_1'-1,'1795_1'-1,'1475_1'-1,'1020_1'-1,'147_1'-1]
act_au04_68-20,['7475_1'-1,'7241_1'-1,'17_1'-1,'5965_1'-1,'5544_1'-1,'3108_1'-1,'1129_1'-1,'2306_1'-1,'1233_1'-1]
act_au06_93-5,['7475_1'-1,'153_1'-1]
act_au07_91-18,['7475_1'-1,'6583_1'-1,'5776_1'-1,'2414_1'-1,'5145_1'-1,'2582_1'-1,'1671_1'-1,'1937_1'-1,'592_1'-1,'1594_1'-1,'680_1'-1]
act_au10_62-19,['7475_1'-1,'6885_1'-1,'6819_1'-1,'4388_1'-1,'4953_1'-1,'3225_1'-1,'4323_1'-1,'4200_1'-1,'1992_1'-1,'1596_1'-1,'738_1'-1]
act_au11_57-8,['7475_1'-1,'1035_1'-1,'2011_1'-1,'3385_1'-1,'934_1'-1]
act_au14_80-13,['1193_1'-1,'5585_1'-1,'4532_1'-1,'3702_1'-1,'2161_1'-1,'1926_1'-1,'1453_1'-1,'1017_1'-1]
act_au02_65-15,['7142_1'-1,'5436_1'-1,'1089_1'-1,'4420_1'-1,'3544_1'-1,'2828_1'-1,'407_1'-1]
act_au17_69-42,['6947_1'-1,'6834_1'-1,'6625_1'-1,'5970_1'-1,'5343_1'-1,'4784_1'-1,'4454_1'-1,'2556_1'-1,'2722_1'-1,'3608_1'-1,'3249_1'-1,'3001_1'-1,'2589_1'-1,'1636_1'-1]
act_au23_17-31,['7474_1'-1,'7373_1'-1,'1749_1'-1,'6495_1'-1,'5462_1'-1,'5069_1'-1,'2255_1'-1,'1670_1'-1,'2574_1'-1,'2510_1'-1,'1688_1'-1,'1435_1'-1,'808_1'-1]
act_au24_70-36,['7474_1'-1,'555_1'-1,'6945_1'-1,'1587_1'-1,'5812_1'-1,'5210_1'-1,'4791_1'-1,'4588_1'-1,'4332_1'-1,'3923_1'-1,'3840_1'-1,'2240_1'-1,'1899_1'-1,'3247_1'-1,'1773_1'-1,'61_1'-1,'2251_1'-1,'2146_1'-1,'1650_1'-1,'1473_1'-1,'1018_1'-1,'144_1'-1]
act_au04_69-19,['7238_1'-1,'6882_1'-1,'6481_1'-1,'5967_1'-1,'4582_1'-1,'3107_1'-1,'979_1'-1]
act_au06_94-5,['7473_1'-1,'6093_1'-1,'979_1'-1]
act_au07_92-18,['7473_1'-1,'6582_1'-1,'5781_1'-1,'2502_1'-1,'3384_1'-1,'2442_1'-1,'1934_1'-1,'592_1'-1,'1593_1'-1,'676_1'-1]
act_au09_62-5,['7473_1'-1,'1147_1'-1,'3432_1'-1]
act_au14_81-13,['7473_1'-1,'957_1'-1,'4529_1'-1,'3679_1'-1,'2224_1'-1,'1014_1'-1]
act_au02_66-15,['6908_1'-1,'5435_1'-1,'4751_1'-1,'4419_1'-1,'3543_1'-1,'2827_1'-1,'1058_1'-1,'406_1'-1]
act_au12_81-8,['4573_1'-1,'3359_1'-1,'1987_1'-1,'1027_1'-1,'116_1'-1]
act_au17_70-42,['2262_1'-1,'6833_1'-1,'6615_1'-1,'3050_1'-1,'4322_1'-1,'4783_1'-1,'4443_1'-1,'4222_1'-1,'3758_1'-1,'3248_1'-1,'831_1'-1,'3000_1'-1,'1765_1'-1,'2146_1'-1,'1966_1'-1]
act_au24_71-36,['276_1'-1,'7342_1'-1,'7123_1'-1,'6944_1'-1,'6711_1'-1,'6129_1'-1,'5965_1'-1,'26_1'-1,'404_1'-1,'752_1'-1,'4464_1'-1,'4331_1'-1,'1580_1'-1,'3247_1'-1,'1820_1'-1,'3761_1'-1,'555_1'-1,'1841_1'-1,'2146_1'-1,'1793_1'-1,'1517_1'-1,'1015_1'-1,'143_1'-1]
act_au06_95-5,['6088_1'-1,'1177_1'-1]
act_au07_93-15,['7471_1'-1,'6597_1'-1,'6296_1'-1,'5142_1'-1,'3465_1'-1,'1931_1'-1]
act_au10_63-19,['7471_1'-1,'3225_1'-1,'6338_1'-1,'5805_1'-1,'760_1'-1,'4952_1'-1,'4881_1'-1,'4211_1'-1,'1990_1'-1,'1651_1'-1,'939_1'-1]
act_au04_70-19,['5962_1'-1,'4579_1'-1,'4198_1'-1,'2442_1'-1,'2300_1'-1,'971_1'-1,'802_1'-1]
act_au09_63-5,['6106_1'-1,'1147_1'-1,'3431_1'-1]
act_au12_82-8,['1119_1'-1,'6123_1'-1,'4571_1'-1]
act_au17_71-42,['7469_1'-1,'3242_1'-1,'7045_1'-1,'349_1'-2,'6614_1'-1,'6469_1'-1,'4442_1'-1,'4221_1'-1,'3943_1'-1,'3757_1'-1,'3247_1'-1,'3088_1'-1,'2318_1'-1,'2277_1'-1,'2146_1'-1,'599_1'-1,'383_1'-1]
act_au24_72-36,['7469_1'-1,'7341_1'-1,'6968_1'-1,'6710_1'-1,'6129_1'-1,'2372_1'-1,'5540_1'-1,'5038_1'-1,'4790_1'-1,'4584_1'-1,'2722_1'-1,'1720_1'-2,'1584_1'-1,'1832_1'-2,'2834_1'-1,'2430_1'-1,'2145_1'-1,'1831_1'-1,'1470_1'-1,'1012_1'-1]
act_au02_67-15,['7469_1'-1,'7042_1'-1,'6298_1'-1,'5193_1'-1,'1004_1'-1,'525_1'-1]
act_au07_94-15,['4429_1'-1,'6292_1'-1,'5780_1'-1,'2440_1'-1]
act_au10_64-18,['6818_1'-1,'6121_1'-1,'1903_1'-1,'4320_1'-1,'1988_1'-1,'1224_1'-1,'936_1'-1]
act_au14_82-13,['6328_1'-1,'152_1'-1,'4043_1'-1,'3699_1'-1,'2134_1'-1,'1193_1'-1,'180_1'-1]
act_au17_72-42,['7468_1'-1,'7044_1'-1,'6968_1'-1,'6832_1'-1,'6613_1'-1,'546_1'-1,'5968_1'-1,'5832_1'-1,'5341_1'-1,'4780_1'-1,'4344_1'-1,'4220_1'-1,'4099_1'-1,'3941_1'-1,'3756_1'-1,'3604_1'-1,'874_1'-1,'2587_1'-1,'2466_1'-1,'2274_1'-1,'2145_1'-1,'126_1'-1,'1792_1'-1,'598_1'-1,'143_1'-1]
act_au24_73-35,['7468_1'-1,'6943_1'-1,'6129_1'-1,'5962_1'-1,'5760_1'-1,'5207_1'-1,'5036_1'-1,'4789_1'-1,'4670_1'-1,'2402_1'-1,'226_1'-1,'3921_1'-1,'3256_1'-1,'1832_1'-1,'2161_1'-1,'1792_1'-1,'1467_1'-1,'270_1'-1]
act_au04_71-19,['7468_1'-1,'7235_1'-1,'628_1'-1,'3279_1'-1,'5961_1'-1,'3161_1'-1,'5295_1'-1,'4578_1'-1,'4197_1'-1,'2298_1'-1]
act_au07_95-14,['7468_1'-1,'6442_1'-1,'6290_1'-1,'6088_1'-1,'5137_1'-1,'1591_1'-1]
act_au10_65-18,['7468_1'-1,'3291_1'-1,'5603_1'-1,'5120_1'-1,'4878_1'-1,'4576_1'-1,'4318_1'-1,'4198_1'-1,'1986_1'-1,'1594_1'-1]
act_au11_58-8,['7468_1'-1,'6567_1'-1,'5131_1'-1,'3382_1'-1]
act_au12_83-8,['7468_1'-1,'223_1'-1,'4571_1'-1,'1928_1'-1,'113_1'-1]
act_au02_68-15,['7039_1'-1,'6297_1'-1,'5433_1'-1,'5190_1'-1,'3541_1'-1,'403_1'-1]
act_au06_96-5,['6086_1'-1]
act_au14_83-13,['6326_1'-1,'4525_1'-1,'4040_1'-1,'2133_1'-1,'1009_1'-1]
act_au17_73-42,['7467_1'-1,'7043_1'-1,'6943_1'-1,'349_1'-1,'2228_1'-1,'3048_1'-1,'4997_1'-1,'4388_1'-1,'3940_1'-1,'831_1'-1,'1815_1'-1,'2465_1'-1,'2273_1'-1,'1964_1'-1,'596_1'-1,'378_1'-1,'141_1'-1]
act_au24_74-34,['7467_1'-1,'6936_1'-1,'6942_1'-1,'6125_1'-1,'5961_1'-1,'4788_1'-1,'4581_1'-1,'555_1'-1,'3240_1'-1,'26_1'-1,'2828_1'-1,'1770_1'-1,'2243_1'-1,'1839_1'-1,'1979_1'-1,'1791_1'-1,'1644_1'-1,'1512_1'-1,'270_1'-1]
act_au07_96-14,['4248_1'-1,'6289_1'-1,'6086_1'-1,'5776_1'-1,'4536_1'-1,'2275_1'-1,'2023_1'-1,'1679_1'-1]
act_au02_69-14,['7038_1'-1,'6296_1'-1,'5432_1'-1,'4506_1'-1,'2984_1'-1,'2822_1'-1,'402_1'-1]
act_au17_74-42,['7040_1'-1,'6830_1'-1,'2554_1'-1,'5339_1'-1,'4996_1'-1,'4454_1'-1,'3818_1'-1,'3683_1'-1,'2837_1'-1,'2271_1'-1,'1962_1'-1,'595_1'-1,'376_1'-1]
act_au24_75-34,['652_1'-1,'6941_1'-1,'6706_1'-1,'276_1'-1,'5960_1'-1,'5034_1'-1,'4787_1'-1,'4100_1'-1,'555_1'-1,'3839_1'-1,'2827_1'-1,'1764_1'-1,'2144_1'-1,'1642_1'-1,'1790_1'-1,'1517_1'-1,'1058_1'-1]
act_au04_72-18,['655_1'-1,'6475_1'-1,'5960_1'-1,'5393_1'-1,'1129_1'-1,'2479_1'-1]
act_au06_97-5,['7466_1'-1,'6086_1'-1,'4550_1'-1,'971_1'-1]
act_au09_64-5,['7466_1'-1,'6106_1'-1,'1147_1'-1,'897_1'-1]
act_au02_70-14,['551_1'-1,'6294_1'-1,'5187_1'-1,'4504_1'-1,'2983_1'-1,'2821_1'-1,'983_1'-1]
act_au07_97-14,['6581_1'-1,'6086_1'-1,'4533_1'-1,'3373_1'-1,'1590_1'-1,'545_1'-1]
act_au14_84-13,['6337_1'-1,'4525_1'-1,'146_1'-1]
act_au17_75-42,['7465_1'-1,'6941_1'-1,'6829_1'-1,'6734_1'-1,'6458_1'-1,'4995_1'-1,'4779_1'-1,'4438_1'-1,'3242_1'-1,'2835_1'-1,'2144_1'-1,'1959_1'-1,'1789_1'-1,'374_1'-1]
act_au24_76-34,['7465_1'-1,'6940_1'-1,'6377_1'-1,'6122_1'-1,'5959_1'-1,'5805_1'-1,'5033_1'-1,'2437_1'-1,'4786_1'-1,'4426_1'-1,'1832_1'-1,'2825_1'-1,'1840_1'-1,'2240_1'-1,'2161_1'-1,'1976_1'-1,'1642_1'-1,'1517_1'-1,'1004_1'-1]
act_au04_73-18,['7233_1'-1,'6474_1'-1,'5292_1'-1,'879_1'-1,'2798_1'-1,'2296_1'-1,'1246_1'-1]
act_au06_98-5,['1133_1'-1,'6086_1'-1,'4633_1'-1,'969_1'-1]
act_au09_65-5,['6106_1'-1,'893_1'-1]
act_au10_66-16,['974_1'-1,'6815_1'-1,'6117_1'-1,'4877_1'-1,'4575_1'-1,'1984_1'-1,'1592_1'-1,'1224_1'-1,'125_1'-1]
act_au17_76-42,['7032_1'-1,'6940_1'-1,'6733_1'-1,'6610_1'-1,'5961_1'-1,'587_1'-1,'1708_1'-1,'4437_1'-1,'4339_1'-1,'3764_1'-1,'3601_1'-1,'3241_1'-1,'3170_1'-1,'2161_1'-1,'947_1'-1,'1841_1'-1,'373_1'-1,'134_1'-1]
act_au24_77-34,['7464_1'-1,'2238_1'-1,'6939_1'-1,'6377_1'-1,'6120_1'-1,'5957_1'-1,'5804_1'-1,'3734_1'-1,'4159_1'-1,'4785_1'-1,'149_1'-1,'4425_1'-1,'3838_1'-1,'3256_1'-1,'2824_1'-1,'2697_1'-1,'2149_1'-1,'1975_1'-1,'1517_1'-1]
act_au02_71-14,['7464_1'-1,'7033_1'-1,'6900_1'-1,'5185_1'-1,'4744_1'-1,'4503_1'-1,'2819_1'-1,'979_1'-1]
act_au07_98-13,['7464_1'-1,'6580_1'-1,'6086_1'-1,'4532_1'-1,'1010_1'-1,'1671_1'-1,'544_1'-1]
act_au10_67-15,['7464_1'-1,'6116_1'-1,'2894_1'-1,'4874_1'-1,'4571_1'-1,'4196_1'-1,'1982_1'-1,'1507_1'-1]
act_au04_74-18,['7232_1'-1,'6595_1'-1,'5956_1'-1,'5018_1'-1,'2797_1'-1,'2437_1'-1,'1414_1'-1,'1225_1'-1,'798_1'-1]
act_au17_77-42,['2737_1'-1,'6827_1'-1,'6609_1'-1,'5960_1'-1,'5829_1'-1,'3048_1'-1,'2921_1'-1,'4993_1'-1,'1716_1'-1,'4092_1'-1,'3935_1'-1,'3753_1'-1,'3600_1'-1,'2831_1'-1,'2461_1'-1,'2269_1'-1,'1636_1'-1,'372_1'-1,'131_1'-1]
act_au23_18-31,['2811_1'-1,'7372_1'-1,'7045_1'-1,'6812_1'-1,'6761_1'-1,'3242_1'-1,'4232_1'-1,'2410_1'-1,'2507_1'-1,'2385_1'-1,'2062_1'-1,'1749_1'-1,'1684_1'-1,'807_1'-1]
act_au24_78-34,['2811_1'-1,'7335_1'-1,'2634_1'-1,'6938_1'-1,'6702_1'-1,'6330_1'-1,'6118_1'-1,'5956_1'-1,'5802_1'-1,'747_1'-1,'4784_1'-1,'4424_1'-1,'4095_1'-1,'555_1'-1,'2150_1'-1,'2696_1'-1,'2168_1'-1,'1973_1'-1,'1639_1'-1,'1460_1'-1]
act_au07_99-13,['6579_1'-1,'6286_1'-1,'6082_1'-1,'5134_1'-1,'3370_1'-1,'2782_1'-1,'2414_1'-1,'543_1'-1]
act_au09_66-5,['3403_1'-1,'6106_1'-1,'939_1'-1]
act_au10_68-15,['3403_1'-1,'982_1'-1,'5798_1'-1,'5598_1'-1,'659_1'-1,'4571_1'-1,'4197_1'-1,'974_1'-1,'2070_1'-1]
act_au04_75-18,['5954_1'-1,'5285_1'-1,'5017_1'-1,'3103_1'-1,'1506_1'-1,'1223_1'-1,'797_1'-1]
act_au06_99-5,['7463_1'-1,'4548_1'-1,'967_1'-1]
act_au12_84-8,['6309_1'-1,'6119_1'-1,'4567_1'-1,'3357_1'-1,'165_1'-1,'110_1'-1]
act_au14_85-13,['7462_1'-1,'1193_1'-2,'5549_1'-1,'4037_1'-1,'3410_1'-1,'1914_1'-1,'1006_1'-1,'100_1'-1]
act_au15_9-25,['7462_1'-1,'6855_1'-1,'6502_1'-1,'6012_1'-1,'5385_1'-1,'5110_1'-1,'4906_1'-1,'4246_1'-1,'3865_1'-1,'2399_1'-1]
act_au17_78-42,['7462_1'-1,'7353_1'-1,'6730_1'-1,'663_1'-1,'5959_1'-1,'5828_1'-1,'4909_1'-1,'2556_1'-1,'4435_1'-1,'3934_1'-1,'1761_1'-1,'3256_1'-1,'2830_1'-1,'1786_1'-1,'1635_1'-1,'128_1'-1]
act_au24_79-34,['7462_1'-1,'7387_1'-1,'2372_1'-1,'6701_1'-1,'1058_1'-1,'4886_1'-1,'4783_1'-1,'4572_1'-1,'4423_1'-1,'4094_1'-1,'555_1'-1,'3836_1'-1,'3405_1'-1,'2821_1'-1,'2695_1'-1,'2238_1'-1,'2146_1'-1,'1638_1'-1,'1517_1'-1]
act_au07_100-13,['6285_1'-1,'6236_1'-1,'1584_1'-1]
act_au09_67-5,['4523_1'-1,'6092_1'-1,'939_1'-1]
act_au10_69-15,['4523_1'-1,'5023_1'-1,'5596_1'-1,'4871_1'-1,'4312_1'-1,'3417_1'-1,'2070_1'-1,'1590_1'-1]
act_au02_72-14,['946_1'-1,'6289_1'-1,'5428_1'-1,'5182_1'-1,'4742_1'-1,'2738_1'-1,'2817_1'-1,'1191_1'-1]
act_au04_76-18,['7461_1'-1,'792_1'-1,'6591_1'-1,'5822_1'-1,'5016_1'-1,'3101_1'-1,'2794_1'-1,'17_1'-1,'2293_1'-1,'1411_1'-1,'1222_1'-1,'796_1'-1]
act_au06_100-5,['7461_1'-1,'6236_1'-1,'4546_1'-1,'964_1'-1]
act_au17_79-42,['7372_1'-1,'7142_1'-1,'6729_1'-1,'5957_1'-1,'5827_1'-1,'5331_1'-1,'4384_1'-1,'378_1'-1,'3849_1'-1,'3752_1'-1,'1773_1'-1,'874_1'-1,'2991_1'-1,'2828_1'-1,'2580_1'-1,'657_1'-1,'2268_1'-1,'2037_1'-1,'1785_1'-1,'369_1'-1,'126_1'-1]
act_au24_80-34,['4341_1'-1,'3848_1'-1,'6937_1'-1,'555_1'-2,'6375_1'-1,'404_1'-2,'2257_1'-1,'752_1'-1,'4570_1'-1,'4424_1'-1,'4093_1'-1,'3835_1'-1,'3734_1'-1,'1864_1'-1,'2238_1'-1,'2818_1'-1,'2162_1'-1,'1637_1'-1,'1457_1'-1]
act_au07_101-13,['6107_1'-1,'2780_1'-1,'1913_1'-1,'1583_1'-1,'663_1'-1]
act_au10_70-15,['4676_1'-1,'211_1'-1,'5795_1'-1,'3730_1'-1,'659_1'-1,'3415_1'-1,'1979_1'-1,'1588_1'-1,'1216_1'-1]
act_au04_77-18,['2272_1'-1,'6590_1'-1,'5821_1'-1,'5015_1'-1,'4564_1'-1,'4195_1'-1,'3100_1'-1,'2582_1'-1,'2433_1'-1,'2291_1'-1,'1476_1'-1,'950_1'-1,'795_1'-1]
act_au09_68-5,['4499_1'-1]
act_au17_80-42,['6825_1'-1,'5956_1'-1,'5329_1'-1,'2831_1'-1,'4773_1'-1,'3252_1'-1,'4215_1'-1,'3751_1'-1,'3240_1'-1,'3078_1'-1,'2827_1'-1,'2464_1'-1,'126_1'-2]
act_au24_81-34,['4317_1'-1,'7333_1'-1,'6936_1'-1,'1689_1'-1,'6375_1'-1,'5953_1'-1,'5030_1'-1,'555_1'-1,'4422_1'-1,'1460_1'-1,'1770_1'-1,'3733_1'-1,'2262_1'-1,'2817_1'-1,'2143_1'-1,'1506_1'-1]
act_au02_73-14,['4317_1'-1,'946_1'-1,'6288_1'-1,'5427_1'-1,'2815_1'-1]
act_au06_101-5,['6107_1'-1,'4635_1'-1,'963_1'-1,'71_1'-1]
act_au07_102-13,['4607_1'-1,'6281_1'-1,'6079_1'-1,'1737_1'-1,'3365_1'-1,'2777_1'-1,'1910_1'-1,'1582_1'-1,'663_1'-1]
act_au04_78-17,['7229_1'-1,'6470_1'-1,'4194_1'-1,'3099_1'-1,'948_1'-1]
act_au09_69-5,['1147_1'-1,'4527_1'-1,'1156_1'-1]
act_au14_86-13,['7459_1'-1,'1017_1'-1,'2146_1'-1,'1911_1'-1,'1442_1'-1,'1003_1'-1]
act_au17_81-42,['7459_1'-1,'7352_1'-1,'6936_1'-1,'1701_1'-1,'3831_1'-1,'5328_1'-1,'4986_1'-1,'4772_1'-1,'4432_1'-1,'4336_1'-1,'4221_1'-1,'4088_1'-1,'3928_1'-1,'1770_1'-1,'3749_1'-1,'1946_1'-1,'367_1'-1,'124_1'-1]
act_au24_82-34,['7459_1'-1,'7331_1'-1,'6935_1'-1,'6696_1'-1,'6327_1'-1,'5952_1'-1,'4965_1'-1,'4421_1'-1,'4325_1'-1,'4092_1'-1,'1809_1'-1,'3577_1'-1,'2437_1'-1,'2814_1'-1,'2142_1'-1,'1966_1'-1,'1635_1'-1,'1455_1'-1]
act_au07_103-13,['6573_1'-1,'2377_1'-1,'6077_1'-1,'2776_1'-1,'2436_1'-1,'1908_1'-1,'1581_1'-1,'663_1'-1]
act_au04_79-17,['7228_1'-1,'749_1'-1,'6468_1'-1,'5012_1'-1,'4559_1'-1,'2485_1'-1,'1506_1'-1,'943_1'-1]
act_au09_70-5,['6106_1'-1]
act_au14_87-12,['7457_1'-1,'1017_1'-1,'5543_1'-1,'4031_1'-1,'2145_1'-1,'1441_1'-1,'999_1'-1]
act_au15_10-25,['7457_1'-1,'7234_1'-1,'6933_1'-1,'6852_1'-1,'5975_1'-1,'6011_1'-1,'5569_1'-1,'5490_1'-1,'4950_1'-1,'4902_1'-1,'4514_1'-1,'4128_1'-1,'3865_1'-1,'2142_1'-1]
act_au17_82-42,['7457_1'-1,'349_1'-1,'7026_1'-1,'6824_1'-1,'2702_1'-1,'6101_1'-1,'5195_1'-1,'4984_1'-1,'4423_1'-1,'4335_1'-1,'2470_1'-1,'4087_1'-1,'3926_1'-1,'3748_1'-1,'2262_1'-1,'2824_1'-1,'1811_1'-1,'2459_1'-1,'2265_1'-1,'2142_1'-1,'1630_1'-1,'588_1'-1,'121_1'-1]
act_au24_83-34,['7457_1'-1,'4451_1'-1,'2633_1'-1,'6325_1'-1,'555_1'-1,'4454_1'-1,'4562_1'-1,'4419_1'-1,'4324_1'-1,'4090_1'-1,'3913_1'-1,'3285_1'-1,'1864_1'-1,'3239_1'-1,'2234_1'-1,'2141_1'-1,'26_1'-1,'1453_1'-1]
act_au02_74-14,['7457_1'-1,'7138_1'-1,'1191_1'-1,'6294_1'-1,'4413_1'-1,'2814_1'-1]
